iso3,country,year,unemployment,inflation
ESP,Spain,2021,14.925,3.0931
ESP,Spain,2022,13.0417,8.3906
ESP,Spain,2023,12.2,3.5324
ESP,Spain,2024,11.3667,2.7742
SWE,Sweden,1983,3.675,8.873
SWE,Sweden,1984,3.25,8.0442
SWE,Sweden,1985,2.8667,7.3726
SWE,Sweden,1986,2.675,4.2359
SWE,Sweden,1987,2.1833,4.1886
SWE,Sweden,1988,1.8,5.8249
SWE,Sweden,1989,1.5417,6.4433
SWE,Sweden,1990,1.725,10.3666
SWE,Sweden,1991,3.1,9.4446
SWE,Sweden,1992,5.575,2.3744
SWE,Sweden,1993,9.0417,4.7282
SWE,Sweden,1994,9.3333,2.1581
SWE,Sweden,1995,8.7917,2.4551
SWE,Sweden,1996,9.5417,0.5331
SWE,Sweden,1997,9.8583,0.6584
SWE,Sweden,1998,8.1833,-0.2671
SWE,Sweden,1999,6.7083,0.4622
SWE,Sweden,2000,5.5917,0.8991
SWE,Sweden,2001,5.85,2.406
SWE,Sweden,2002,5.9583,2.1585
SWE,Sweden,2003,6.5667,1.9257
SWE,Sweden,2004,7.375,0.3737
SWE,Sweden,2005,7.8167,0.4532
SWE,Sweden,2006,7.2583,1.3602
SWE,Sweden,2007,6.3167,2.2122
SWE,Sweden,2008,6.3833,3.437
SWE,Sweden,2009,8.5167,-0.4945
SWE,Sweden,2010,8.775,1.158
SWE,Sweden,2011,7.9583,2.9612
SWE,Sweden,2012,8.15,0.8884
SWE,Sweden,2013,8.2,-0.0443
SWE,Sweden,2014,8.1083,-0.1796
SWE,Sweden,2015,7.5917,-0.0468
SWE,Sweden,2016,7.1333,0.9843
SWE,Sweden,2017,6.8667,1.7945
SWE,Sweden,2018,6.4833,1.9535
SWE,Sweden,2019,6.9167,1.7842
SWE,Sweden,2020,8.525,0.4974
SWE,Sweden,2021,8.8833,2.1632
SWE,Sweden,2022,7.4833,8.3693
SWE,Sweden,2023,7.675,8.5486
SWE,Sweden,2024,8.35,2.8358
TUR,Turkiye,2005,9.5083,8.1792
TUR,Turkiye,2006,9.0583,9.5972
TUR,Turkiye,2007,9.175,8.7562
TUR,Turkiye,2008,10.0167,10.4441
TUR,Turkiye,2009,13.0333,6.251
TUR,Turkiye,2010,11.1167,8.5664
TUR,Turkiye,2011,9.1167,6.4719
TUR,Turkiye,2012,8.4083,8.8916
TUR,Turkiye,2013,9.05,7.4931
TUR,Turkiye,2014,9.8917,8.8546
TUR,Turkiye,2015,10.3167,7.6709
TUR,Turkiye,2016,10.8833,7.7751
TUR,Turkiye,2017,10.9333,11.1443
TUR,Turkiye,2018,10.9417,16.3325
TUR,Turkiye,2019,13.7333,15.1768
TUR,Turkiye,2020,13.1417,12.279
TUR,Turkiye,2021,12.0167,19.5965
TUR,Turkiye,2022,10.4833,72.3088
TUR,Turkiye,2023,9.4,53.8594
TUR,Turkiye,2024,8.7083,58.5065
GBR,United Kingdom,1983,10.8583,4.6093
GBR,United Kingdom,1984,10.8667,4.9607
GBR,United Kingdom,1985,11.2083,6.0714
GBR,United Kingdom,1986,11.2417,3.4276
GBR,United Kingdom,1987,10.3417,4.1489
GBR,United Kingdom,1988,8.4917,4.1554
GBR,United Kingdom,1989,7.0917,5.7602
GBR,United Kingdom,1990,6.875,8.0635
GBR,United Kingdom,1991,8.5667,7.4618
GBR,United Kingdom,1992,9.8667,4.5915
GBR,United Kingdom,1993,10.4,2.5586
GBR,United Kingdom,1994,9.5,2.219
GBR,United Kingdom,1995,8.6583,2.6975
GBR,United Kingdom,1996,8.1167,2.8518
GBR,United Kingdom,1997,6.9833,2.2011
GBR,United Kingdom,1998,6.2667,1.8206
GBR,United Kingdom,1999,5.9833,1.753
GBR,United Kingdom,2000,5.45,1.183
GBR,United Kingdom,2001,5.0833,1.5323
GBR,United Kingdom,2002,5.175,1.5204
GBR,United Kingdom,2003,5.0083,1.3765
GBR,United Kingdom,2004,4.75,1.3904
GBR,United Kingdom,2005,4.8417,2.0891
GBR,United Kingdom,2006,5.4167,2.4557
GBR,United Kingdom,2007,5.3333,2.3866
GBR,United Kingdom,2008,5.7083,3.5214
GBR,United Kingdom,2009,7.6083,1.9617
GBR,United Kingdom,2010,7.8917,2.4927
GBR,United Kingdom,2011,8.0917,3.8561
GBR,United Kingdom,2012,7.975,2.5732
GBR,United Kingdom,2013,7.575,2.2917
GBR,United Kingdom,2014,6.175,1.4511
GBR,United Kingdom,2015,5.375,0.368
GBR,United Kingdom,2016,4.8917,1.0084
GBR,United Kingdom,2017,4.3833,2.5578
GBR,United Kingdom,2018,4.075,2.2928
GBR,United Kingdom,2019,3.85,1.7381
GBR,United Kingdom,2020,4.6,0.9895
GBR,United Kingdom,2021,4.5417,2.5184
GBR,United Kingdom,2022,3.7833,7.922
GBR,United Kingdom,2023,4.0667,6.794
GBR,United Kingdom,2024,4.3,3.2716
USA,United States,1960,5.5417,1.458
USA,United States,1961,6.6917,1.0707
USA,United States,1962,5.5667,1.1988
USA,United States,1963,5.6417,1.2397
USA,United States,1964,5.1583,1.2789
USA,United States,1965,4.5083,1.5852
USA,United States,1966,3.7917,3.0151
USA,United States,1967,3.8417,2.7728
USA,United States,1968,3.5583,4.2718
USA,United States,1969,3.4917,5.4624
USA,United States,1970,4.9833,5.8383
USA,United States,1971,5.95,4.2928
USA,United States,1972,5.6,3.2723
USA,United States,1973,4.8583,6.1778
USA,United States,1974,5.6417,11.0548
USA,United States,1975,8.475,9.1431
USA,United States,1976,7.7,5.7448
USA,United States,1977,7.05,6.5017
USA,United States,1978,6.0667,7.631
USA,United States,1979,5.85,11.2545
USA,United States,1980,7.175,13.5492
USA,United States,1981,7.6167,10.3347
USA,United States,1982,9.7083,6.1314
USA,United States,1983,9.6,3.2124
USA,United States,1984,7.5083,4.3005
USA,United States,1985,7.1917,3.5456
USA,United States,1986,7.0,1.898
USA,United States,1987,6.175,3.6646
USA,United States,1988,5.4917,4.0777
USA,United States,1989,5.2583,4.827
USA,United States,1990,5.6167,5.398
USA,United States,1991,6.85,4.235
USA,United States,1992,7.4917,3.0288
USA,United States,1993,6.9083,2.9517
USA,United States,1994,6.1,2.6074
USA,United States,1995,5.5917,2.8054
USA,United States,1996,5.4083,2.9312
USA,United States,1997,4.9417,2.3377
USA,United States,1998,4.5,1.5523
USA,United States,1999,4.2167,2.188
USA,United States,2000,3.9667,3.3769
USA,United States,2001,4.7417,2.8262
USA,United States,2002,5.7833,1.586
USA,United States,2003,5.9917,2.2701
USA,United States,2004,5.5417,2.6772
USA,United States,2005,5.0833,3.3927
USA,United States,2006,4.6083,3.2259
USA,United States,2007,4.6167,2.8527
USA,United States,2008,5.8,3.8391
USA,United States,2009,9.2833,-0.3555
USA,United States,2010,9.6083,1.64
USA,United States,2011,8.9333,3.1568
USA,United States,2012,8.075,2.0693
USA,United States,2013,7.3583,1.4648
USA,United States,2014,6.1583,1.6222
USA,United States,2015,5.275,0.1186
USA,United States,2016,4.875,1.2616
USA,United States,2017,4.3583,2.1301
USA,United States,2018,3.8917,2.4426
USA,United States,2019,3.675,1.8122
USA,United States,2020,8.1,1.2336
USA,United States,2021,5.3583,4.6979
USA,United States,2022,3.6417,8.0028
USA,United States,2023,3.6333,4.1163
USA,United States,2024,4.0333,2.9495
